RADICADO,FECHA,HORA,DÍA DE LA SEMANA,CLASE DE VEHICULO,TIPO DE SERVICIO,TIPO DE VICTIMA,SEXO,ESTADO DE BEODEZ,RESULTADO DE BEODEZ,GRAVEDAD,CLASE DE ACCIDENTE,CAUSA,DIRECCIÓN,BARRIO,AREA,Coordenadas
2181669,06/24/2018,7:10 a.m.,domingo,AUTOMOVIL,N/A,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Impericia en el manejo,Carrera 24 B Calle 40 A Sur,LA PAZ,Urbana,
2181669,06/24/2018,7:10 a.m.,domingo,AUTOMOVIL,N/A,Conductor,Sin Registro,No,N/A,SOLO DAÑOS,Choque,Impericia en el manejo,Carrera 24 B Calle 40 A Sur,LA PAZ,Urbana,
2181661,06/24/2018,8:05 p.m.,domingo,MOTOCICLETA,N/A,Motociclista,Masculino,No,N/A,HERIDO,Caida Ocupante,Impericia en el manejo,Carrera 43 A Calle 27  Sur,AVENIDA EL POBLADO,Urbana,"(6.179697995, -75.583177217)"
2181659,06/24/2018,2:00 a.m.,domingo,AUTOMOVIL,N/A,Conductor,Masculino,No,N/A,HERIDO,Atropello,Pasar semaforo en rojo,Carrera 43 A Calle 45 B Sur,AVENIDA EL POBLADO,Urbana,"(6.164786739, -75.594935267)"
2181651,06/24/2018,12:00 a.m.,domingo,AUTOMOVIL,N/A,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Calle 38  Sur Carrera 35,MESA,Urbana,"(6.167045877, -75.583168417)"
2181655,06/24/2018,7:05 p.m.,domingo,MOTOCICLETA,N/A,Motociclista,Sin Registro,No,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Carrera 43 A Calle 26  Sur,ZU├æIGA,Urbana,"(6.180756284, -75.582954419)"
2181655,06/24/2018,7:05 p.m.,domingo,AUTOMOVIL,N/A,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Carrera 43 A Calle 26  Sur,ZU├æIGA,Urbana,"(6.180756284, -75.582954419)"
2181651,06/24/2018,12:00 a.m.,domingo,AUTOMOVIL,N/A,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Calle 38  Sur Carrera 35,MESA,Urbana,"(6.167045877, -75.583168417)"
2181667,06/24/2018,10:00 p.m.,domingo,MOTOCICLETA,N/A,Motociclista,Masculino,No,N/A,HERIDO,Choque,Desobedecer senales,Transversal 34  Sur Diagonal 39,LA MAGNOLIA,Urbana,"(6.172372683, -75.584554741)"
2181649,06/23/2018,10:05 a.m.,sábado,AUTOMOVIL,N/A,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Impericia en el manejo,Carrera 39 Calle 34  Sur,ZONA CENTRO,Urbana,"(6.170341462, -75.584029411)"
2181682,06/23/2018,2:50 p.m.,sábado,AUTOMOVIL,N/A,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Reverso imprudente,Tramo 372 Kilometro  16,VEREDA PALMAS,Rural,
2181682,06/23/2018,2:50 p.m.,sábado,CAMIONETA,N/A,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Reverso imprudente,Tramo 372 Kilometro  16,VEREDA PALMAS,Rural,
2181658,06/23/2018,9:40 p.m.,sábado,MOTOCICLETA,N/A,Motociclista,Femenino,No,N/A,HERIDO,Choque,Adelantar invadiendo carril del mismo sentido en zigzag,Carrera 40 Calle 47  Sur,EL TRIANON,Urbana,"(6.159120887, -75.593927939)"
2181658,06/23/2018,9:40 p.m.,sábado,AUTOMOVIL,N/A,Conductor,Femenino,No,N/A,HERIDO,Choque,Adelantar invadiendo carril del mismo sentido en zigzag,Carrera 40 Calle 47  Sur,EL TRIANON,Urbana,"(6.159120887, -75.593927939)"
2181650,06/23/2018,7:40 p.m.,sábado,CAMIONETA,N/A,Conductor,Femenino,No,N/A,SOLO DAÑOS,Choque,Impericia en el manejo,Tramo 372 Kilometro  12,VEREDA PALMAS,Rural,
2181650,06/23/2018,7:40 p.m.,sábado,AUTOMOVIL,N/A,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Impericia en el manejo,Tramo 372 Kilometro  12,VEREDA PALMAS,Rural,
2181650,06/23/2018,7:40 p.m.,sábado,AUTOMOVIL,N/A,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Impericia en el manejo,Tramo 372 Kilometro  12,VEREDA PALMAS,Rural,
2181674,06/23/2018,10:20 a.m.,sábado,CAMION,N/A,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,No respetar prelacion,Carrera 50 Calle 25 A Sur,LAS VEGAS,Urbana,"(6.186515998, -75.585125414)"
2181674,06/23/2018,10:20 a.m.,sábado,AUTOMOVIL,N/A,Conductor,Femenino,No,N/A,SOLO DAÑOS,Choque,No respetar prelacion,Carrera 50 Calle 25 A Sur,LAS VEGAS,Urbana,"(6.186515998, -75.585125414)"
2181656,06/23/2018,11:10 a.m.,sábado,BICICLETA,N/A,Ciclista,Masculino,No,N/A,HERIDO,Choque,Adelantar cerrando,Calle 40 B Sur Carrera 40,EL DORADO,Urbana,"(6.165949141, -75.587781599)"
2181656,06/23/2018,11:10 a.m.,sábado,AUTOMOVIL,N/A,Conductor,Masculino,No,N/A,HERIDO,Choque,Adelantar cerrando,Calle 40 B Sur Carrera 40,EL DORADO,Urbana,"(6.165949141, -75.587781599)"
2181653,06/23/2018,12:15 a.m.,sábado,MOTOCICLETA,N/A,Motociclista,Masculino,No,N/A,SOLO DAÑOS,Choque,Desobedecer senales,Calle 40  Sur Carrera 43,EL DORADO,Urbana,"(6.167965983, -75.590242146)"
2181653,06/23/2018,12:15 a.m.,sábado,CAMPERO,N/A,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Desobedecer senales,Calle 40  Sur Carrera 43,EL DORADO,Urbana,"(6.167965983, -75.590242146)"
2181649,06/23/2018,10:05 a.m.,sábado,CAMIONETA,N/A,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Impericia en el manejo,Carrera 39 Calle 34  Sur,ZONA CENTRO,Urbana,"(6.170341462, -75.584029411)"
2181657,06/22/2018,1:00 p.m.,viernes,MOTOCICLETA,N/A,Motociclista,Masculino,No,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Calle 36 D Sur Carrera 27,VEREDA EL ESCOBERO,Urbana,"(6.162479576, -75.570222573)"
2181681,06/22/2018,11:50 a.m.,viernes,CAMIONETA,N/A,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Impericia en el manejo,Carrera 48 Calle 48  Sur,LAS VEGAS,Urbana,"(6.164595282, -75.601380414)"
2181681,06/22/2018,11:50 a.m.,viernes,CAMIONETA,N/A,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Impericia en el manejo,Carrera 48 Calle 48  Sur,LAS VEGAS,Urbana,"(6.164595282, -75.601380414)"
2181665,06/22/2018,6:30 a.m.,viernes,MOTOCICLETA,N/A,Motociclista,Masculino,No,N/A,SOLO DAÑOS,Choque,Adelantar por la derecha,Tramo 372 Kilometro  15,VEREDA PALMAS,Rural,
2181665,06/22/2018,6:30 a.m.,viernes,AUTOMOVIL,N/A,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Adelantar por la derecha,Tramo 372 Kilometro  15,VEREDA PALMAS,Rural,
2181654,06/22/2018,3:20 p.m.,viernes,MOTOCICLETA,N/A,Motociclista,Masculino,No,N/A,SOLO DAÑOS,Choque,Girar bruscamente,Carrera 43 A Calle 46  Sur,PRIMAVERA,Urbana,"(6.164030981, -75.595992633)"
2181654,06/22/2018,3:20 p.m.,viernes,MOTOCICLETA,N/A,Motociclista,Sin Registro,No,N/A,SOLO DAÑOS,Choque,Girar bruscamente,Carrera 43 A Calle 46  Sur,PRIMAVERA,Urbana,"(6.164030981, -75.595992633)"
2181657,06/22/2018,1:00 p.m.,viernes,AUTOMOVIL,N/A,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Calle 36 D Sur Carrera 27,VEREDA EL ESCOBERO,Urbana,"(6.162479576, -75.570222573)"
2181670,06/21/2018,6:20 p.m.,jueves,CAMPERO,N/A,Conductor,Femenino,No,N/A,SOLO DAÑOS,Choque,Reverso imprudente,Carrera 48 Calle 19  Sur,LAS VEGAS,Urbana,"(6.187349001, -75.581535682)"
2181647,06/21/2018,11:50 a.m.,jueves,MOTOCICLETA,N/A,Motociclista,Masculino,No,N/A,SOLO DAÑOS,Choque,Adelantar en zona prohibida,Carrera 43 Calle 36  Sur,ZONA CENTRO,Urbana,"(6.171314659, -75.587007533)"
2181647,06/21/2018,11:50 a.m.,jueves,AUTOMOVIL,N/A,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Adelantar en zona prohibida,Carrera 43 Calle 36  Sur,ZONA CENTRO,Urbana,"(6.171314659, -75.587007533)"
2181641,06/21/2018,4:40 p.m.,jueves,CAMIONETA,N/A,Conductor,Femenino,No,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Carrera 43 A Calle 50  Sur,AVENIDA EL POBLADO,Urbana,"(6.160125495, -75.602078994)"
2181641,06/21/2018,4:40 p.m.,jueves,AUTOMOVIL,N/A,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Carrera 43 A Calle 50  Sur,AVENIDA EL POBLADO,Urbana,"(6.160125495, -75.602078994)"
2181638,06/21/2018,10:30 p.m.,jueves,MOTOCICLETA,N/A,Motociclista,Masculino,No,N/A,HERIDO,Choque,Exceso de velocidad,Carrera 48 Calle 31  Sur,LAS VEGAS,Urbana,"(6.178537792, -75.588851894)"
2181643,06/21/2018,8:30 p.m.,jueves,MOTOCICLETA,N/A,Motociclista,Masculino,No,N/A,HERIDO,Choque,Adelantar invadiendo carril del mismo sentido en zigzag,Calle 45 B Sur Carrera 43,LA PAZ,Urbana,"(6.164485785, -75.594678415)"
2181643,06/21/2018,8:30 p.m.,jueves,AUTOMOVIL,N/A,Conductor,Masculino,No,N/A,HERIDO,Choque,Adelantar invadiendo carril del mismo sentido en zigzag,Calle 45 B Sur Carrera 43,LA PAZ,Urbana,"(6.164485785, -75.594678415)"
2181686,06/21/2018,8:30 a.m.,jueves,CAMPERO,N/A,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Adelantar cerrando,Tramo 372 Kilometro  14,VEREDA PALMAS,Rural,
2181686,06/21/2018,8:30 a.m.,jueves,MOTOCICLETA,N/A,Motociclista,Masculino,No,N/A,SOLO DAÑOS,Choque,Adelantar cerrando,Tramo 372 Kilometro  14,VEREDA PALMAS,Rural,
2181663,06/21/2018,12:20 a.m.,jueves,AUTOMOVIL,N/A,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Adelantar invadiendo carril del mismo sentido en zigzag,Calle 38  Sur Carrera 29 A,SAN JOSE,Urbana,"(6.165022576, -75.580713107)"
2181663,06/21/2018,12:20 a.m.,jueves,AUTOMOVIL,N/A,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Adelantar invadiendo carril del mismo sentido en zigzag,Calle 38  Sur Carrera 29 A,SAN JOSE,Urbana,"(6.165022576, -75.580713107)"
2181670,06/21/2018,6:20 p.m.,jueves,AUTOMOVIL,N/A,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Reverso imprudente,Carrera 48 Calle 19  Sur,LAS VEGAS,Urbana,"(6.187349001, -75.581535682)"
2181645,06/21/2018,10:10 a.m.,jueves,BUSETA,N/A,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Carrera 50 Calle 46 A Sur,LAS VEGAS,Urbana,"(6.16131219, -75.603198185)"
2181645,06/21/2018,10:10 a.m.,jueves,CAMIONETA,N/A,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Carrera 50 Calle 46 A Sur,LAS VEGAS,Urbana,"(6.16131219, -75.603198185)"
2181640,06/21/2018,9:12 a.m.,jueves,MOTOCICLETA,N/A,Motociclista,Masculino,No,N/A,HERIDO,Choque,Impericia en el manejo,Carrera 49 Calle 39  Sur,LAS VEGAS,Urbana,"(6.173609359, -75.597070569)"
2181660,06/21/2018,4:10 p.m.,jueves,AUTOMOVIL,N/A,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Calle 37  Sur Carrera 49,LAS VEGAS,Urbana,"(6.174789471, -75.594204243)"
2181660,06/21/2018,4:10 p.m.,jueves,CAMPERO,N/A,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Calle 37  Sur Carrera 49,LAS VEGAS,Urbana,"(6.174789471, -75.594204243)"
2181660,06/21/2018,4:10 p.m.,jueves,CAMION,N/A,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Calle 37  Sur Carrera 49,LAS VEGAS,Urbana,"(6.174789471, -75.594204243)"
2181660,06/21/2018,4:10 p.m.,jueves,CAMIONETA,N/A,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Calle 37  Sur Carrera 49,LAS VEGAS,Urbana,"(6.174789471, -75.594204243)"
2181640,06/21/2018,9:12 a.m.,jueves,TRACTOCAMION,N/A,Conductor,Masculino,No,N/A,HERIDO,Choque,Impericia en el manejo,Carrera 49 Calle 39  Sur,LAS VEGAS,Urbana,"(6.173609359, -75.597070569)"
2181639,06/21/2018,4:00 p.m.,jueves,CAMIONETA,N/A,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Reverso imprudente,Carrera 48 Calle 30  Sur,LAS VEGAS,Urbana,"(6.179366643, -75.588084104)"
2181639,06/21/2018,4:00 p.m.,jueves,AUTOMOVIL,N/A,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Reverso imprudente,Carrera 48 Calle 30  Sur,LAS VEGAS,Urbana,"(6.179366643, -75.588084104)"
2181644,06/20/2018,6:00 p.m.,miércoles,CAMION,N/A,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Adelantar cerrando,Carrera 43 A Calle 38  Sur,ZONA CENTRO,Urbana,"(6.170421178, -75.588598773)"
2181637,06/20/2018,4:40 p.m.,miércoles,CAMIONETA,N/A,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Tramo 372 Kilometro  12,VEREDA PALMAS,Rural,
2181642,06/20/2018,12:00 a.m.,miércoles,CAMIONETA,N/A,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Impericia en el manejo,Tramo 372 Kilometro  12,VEREDA PALMAS,Rural,
2181637,06/20/2018,4:40 p.m.,miércoles,AUTOMOVIL,N/A,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Tramo 372 Kilometro  12,VEREDA PALMAS,Rural,
2181646,06/20/2018,5:45 a.m.,miércoles,CAMIONETA,N/A,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Carrera 50 Calle 37  Sur,LAS VEGAS,Urbana,
2181646,06/20/2018,5:45 a.m.,miércoles,CAMPERO,N/A,Conductor,Femenino,No,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Carrera 50 Calle 37  Sur,LAS VEGAS,Urbana,
2181675,06/20/2018,4:30 p.m.,miércoles,MOTOCICLETA,N/A,Motociclista,Masculino,No,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Carrera 50 Calle 27  Sur,LAS VEGAS,Urbana,
2181675,06/20/2018,4:30 p.m.,miércoles,AUTOMOVIL,N/A,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Carrera 50 Calle 27  Sur,LAS VEGAS,Urbana,
2181644,06/20/2018,6:00 p.m.,miércoles,AUTOMOVIL,N/A,Conductor,Femenino,No,N/A,SOLO DAÑOS,Choque,Adelantar cerrando,Carrera 43 A Calle 38  Sur,ZONA CENTRO,Urbana,"(6.170421178, -75.588598773)"
2181636,06/20/2018,3:50 p.m.,miércoles,AUTOMOVIL,N/A,Conductor,Femenino,No,N/A,SOLO DAÑOS,Choque,Impericia en el manejo,Calle 22  Sur Carrera 40,ZU├æIGA,Urbana,"(6.18123897, -75.576751492)"
2181635,06/19/2018,12:25 a.m.,martes,AUTOMOVIL,N/A,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Adelantar invadiendo carril del mismo sentido en zigzag,Carrera 48 Calle 48  Sur,LAS VEGAS,Urbana,"(6.164595282, -75.601380414)"
2181632,06/19/2018,6:15 p.m.,martes,CAMION,N/A,Conductor,Masculino,No,N/A,HERIDO,Choque,Girar bruscamente,Calle 37  Sur Carrera 49,LAS VEGAS,Urbana,"(6.174789471, -75.594204243)"
2181623,06/19/2018,10:00 a.m.,martes,MOTOCICLETA,N/A,Motociclista,Masculino,No,N/A,HERIDO,Atropello,Pasar semaforo en rojo,Calle 38  Sur Carrera 43,ZONA CENTRO,Urbana,"(6.170061667, -75.587839128)"
2181626,06/19/2018,8:55 a.m.,martes,AUTOMOVIL,N/A,Conductor,Femenino,No,N/A,HERIDO,Atropello,Arrancar sin precaucion,Carrera 41 Calle 40 G Sur,EL DORADO,Urbana,"(6.164988702, -75.590095659)"
2181662,06/19/2018,6:50 p.m.,martes,AUTOMOVIL,N/A,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Impericia en el manejo,Calle 36 D Sur Carrera 27 A,LA MAGNOLIA,Urbana,"(6.164831751, -75.574234965)"
2181662,06/19/2018,6:50 p.m.,martes,CAMPERO,N/A,Conductor,Sin Registro,No,N/A,SOLO DAÑOS,Choque,Impericia en el manejo,Calle 36 D Sur Carrera 27 A,LA MAGNOLIA,Urbana,"(6.164831751, -75.574234965)"
2181633,06/19/2018,12:45 a.m.,martes,MOTOCICLETA,N/A,Motociclista,Masculino,No,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Calle 40  Sur Carrera 28,LA MINA,Urbana,"(6.160296111, -75.581293799)"
2181633,06/19/2018,12:45 a.m.,martes,AUTOMOVIL,N/A,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Calle 40  Sur Carrera 28,LA MINA,Urbana,"(6.160296111, -75.581293799)"
2181635,06/19/2018,12:25 a.m.,martes,MOTOCICLETA,N/A,Motociclista,Masculino,No,N/A,SOLO DAÑOS,Choque,Adelantar invadiendo carril del mismo sentido en zigzag,Carrera 48 Calle 48  Sur,LAS VEGAS,Urbana,"(6.164595282, -75.601380414)"
2181632,06/19/2018,6:15 p.m.,martes,BICICLETA,N/A,Ciclista,Masculino,No,N/A,HERIDO,Choque,Girar bruscamente,Calle 37  Sur Carrera 49,LAS VEGAS,Urbana,"(6.174789471, -75.594204243)"
2181625,06/18/2018,7:15 a.m.,lunes,MOTOCICLETA,N/A,Motociclista,Masculino,No,N/A,HERIDO,Choque,No mantener distancia de seguridad,Carrera 48 Calle 39  Sur,LAS VEGAS,Urbana,"(6.17163722, -75.593649993)"
2181634,06/18/2018,5:45 p.m.,lunes,AUTOMOVIL,N/A,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Carrera 48 Calle 46  Sur,PRIMAVERA,Urbana,"(6.166195386, -75.599285489)"
2181634,06/18/2018,5:45 p.m.,lunes,CAMPERO,N/A,Conductor,Femenino,No,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Carrera 48 Calle 46  Sur,PRIMAVERA,Urbana,"(6.166195386, -75.599285489)"
2181620,06/18/2018,2:20 p.m.,lunes,MOTOCICLETA,N/A,Motociclista,Masculino,No,N/A,HERIDO,Choque,No mantener distancia de seguridad,Carrera 50 Calle 27 A Sur,LAS VEGAS,Urbana,
2181620,06/18/2018,2:20 p.m.,lunes,MOTOCICLETA,N/A,Motociclista,Masculino,No,N/A,HERIDO,Choque,No mantener distancia de seguridad,Carrera 50 Calle 27 A Sur,LAS VEGAS,Urbana,
2181621,06/18/2018,1:20 p.m.,lunes,MOTOCICLETA,N/A,Motociclista,Masculino,No,N/A,SOLO DAÑOS,Choque,Impericia en el manejo,Carrera 39 A Calle 40 F Sur,EL DORADO,Urbana,"(6.163806572, -75.588918711)"
2181621,06/18/2018,1:20 p.m.,lunes,AUTOMOVIL,N/A,Conductor,Femenino,No,N/A,SOLO DAÑOS,Choque,Impericia en el manejo,Carrera 39 A Calle 40 F Sur,EL DORADO,Urbana,"(6.163806572, -75.588918711)"
2181625,06/18/2018,7:15 a.m.,lunes,MOTOCICLETA,N/A,Motociclista,Masculino,No,N/A,HERIDO,Choque,No mantener distancia de seguridad,Carrera 48 Calle 39  Sur,LAS VEGAS,Urbana,"(6.17163722, -75.593649993)"
2181625,06/18/2018,7:15 a.m.,lunes,AUTOMOVIL,N/A,Conductor,Masculino,No,N/A,HERIDO,Choque,Impericia en el manejo,Carrera 48 Calle 39  Sur,LAS VEGAS,Urbana,"(6.17163722, -75.593649993)"
2181625,06/18/2018,7:15 a.m.,lunes,AUTOMOVIL,N/A,Conductor,Masculino,No,N/A,HERIDO,Choque,No mantener distancia de seguridad,Carrera 48 Calle 39  Sur,LAS VEGAS,Urbana,"(6.17163722, -75.593649993)"
2181625,06/18/2018,7:15 a.m.,lunes,MOTOCICLETA,N/A,Motociclista,Masculino,No,N/A,HERIDO,Choque,Impericia en el manejo,Carrera 48 Calle 39  Sur,LAS VEGAS,Urbana,"(6.17163722, -75.593649993)"
2181625,06/18/2018,7:15 a.m.,lunes,MOTOCICLETA,N/A,Motociclista,Masculino,No,N/A,HERIDO,Choque,Impericia en el manejo,Carrera 48 Calle 39  Sur,LAS VEGAS,Urbana,"(6.17163722, -75.593649993)"
2181630,06/18/2018,6:27 a.m.,lunes,BUSETA,N/A,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Adelantar invadiendo carril del mismo sentido en zigzag,Calle 25  Sur Carrera 41,ZU├æIGA,Urbana,"(6.179145147, -75.577476499)"
2181630,06/18/2018,6:27 a.m.,lunes,AUTOMOVIL,N/A,Conductor,Femenino,No,N/A,SOLO DAÑOS,Choque,Adelantar invadiendo carril del mismo sentido en zigzag,Calle 25  Sur Carrera 41,ZU├æIGA,Urbana,"(6.179145147, -75.577476499)"
2181619,06/18/2018,7:20 p.m.,lunes,MOTOCICLETA,N/A,Motociclista,Masculino,No,N/A,HERIDO,Atropello,Cruzar en estado de embriaguez,Calle 38 A Sur Carrera 42,ZONA CENTRO,Urbana,"(6.169022232, -75.587722385)"
2181631,06/18/2018,5:00 p.m.,lunes,MOTOCICLETA,N/A,Motociclista,Masculino,No,N/A,HERIDO,Choque,No mantener distancia de seguridad,Carrera 50 Calle 44  Sur,LAS VEGAS,Urbana,
2181631,06/18/2018,5:00 p.m.,lunes,AUTOMOVIL,N/A,Conductor,Masculino,No,N/A,HERIDO,Choque,Impericia en el manejo,Carrera 50 Calle 44  Sur,LAS VEGAS,Urbana,
2181631,06/18/2018,5:00 p.m.,lunes,AUTOMOVIL,N/A,Conductor,Masculino,No,N/A,HERIDO,Choque,No mantener distancia de seguridad,Carrera 50 Calle 44  Sur,LAS VEGAS,Urbana,
2181631,06/18/2018,5:00 p.m.,lunes,MOTOCICLETA,N/A,Motociclista,Masculino,No,N/A,HERIDO,Choque,Impericia en el manejo,Carrera 50 Calle 44  Sur,LAS VEGAS,Urbana,
2181629,06/18/2018,7:10 p.m.,lunes,AUTOMOVIL,N/A,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Desobedecer senales,Calle 44  Sur Carrera 16 A,MILAN VALLEJUELOS,Urbana,
2181629,06/18/2018,7:10 p.m.,lunes,MOTOCICLETA,N/A,Motociclista,Masculino,No,N/A,SOLO DAÑOS,Choque,Desobedecer senales,Calle 44  Sur Carrera 16 A,MILAN VALLEJUELOS,Urbana,
2181611,06/18/2018,6:00 p.m.,lunes,BUS,N/A,Conductor,Femenino,No,N/A,SOLO DAÑOS,Choque,Adelantar cerrando,Carrera 43 Calle 37  Sur,ZONA CENTRO,Urbana,"(6.170611802, -75.587525918)"
2181611,06/18/2018,6:00 p.m.,lunes,AUTOMOVIL,N/A,Conductor,Femenino,No,N/A,SOLO DAÑOS,Choque,Adelantar cerrando,Carrera 43 Calle 37  Sur,ZONA CENTRO,Urbana,"(6.170611802, -75.587525918)"
2181609,06/17/2018,12:00 a.m.,domingo,CAMPERO,N/A,Conductor,Femenino,No,N/A,SOLO DAÑOS,Choque,No respetar pelacion de interseccion o giros,Calle 38  Sur Carrera 46,ALCALA,Urbana,"(6.171966643, -75.591369743)"
2181618,06/17/2018,7:50 p.m.,domingo,BICICLETA,N/A,Ciclista,Masculino,No,N/A,HERIDO,Choque,Impericia en el manejo,Carrera 28 Calle 34 AA Sur,ALTO DE MISAEL,Urbana,"(6.17088169, -75.576600891)"
2181618,06/17/2018,7:50 p.m.,domingo,AUTOMOVIL,N/A,Conductor,Masculino,No,N/A,HERIDO,Choque,Impericia en el manejo,Carrera 28 Calle 34 AA Sur,ALTO DE MISAEL,Urbana,"(6.17088169, -75.576600891)"
2181592,06/17/2018,3:50 p.m.,domingo,AUTOMOVIL,N/A,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Calle 50  Sur Carrera 48,LAS VEGAS,Urbana,
2181592,06/17/2018,3:50 p.m.,domingo,AUTOMOVIL,N/A,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Calle 50  Sur Carrera 48,LAS VEGAS,Urbana,
2181603,06/17/2018,3:44 p.m.,domingo,AUTOMOVIL,N/A,Conductor,Femenino,No,N/A,HERIDO,Atropello,Desobedecer senales,Calle 40 B Sur Carrera 27,LA MINA,Urbana,"(6.157910673, -75.581553601)"
2181617,06/17/2018,1:40 p.m.,domingo,MOTOCICLETA,N/A,Motociclista,Masculino,No,N/A,HERIDO,Atropello,Cruzar sin observar,Carrera 42 Calle 40 DD Sur,EL DORADO,Urbana,"(6.166161402, -75.589772893)"
2181622,06/17/2018,2:40 p.m.,domingo,AUTOMOVIL,N/A,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Calle 38 A Sur Carrera 38,MESA,Urbana,"(6.167339205, -75.585136359)"
2181622,06/17/2018,2:40 p.m.,domingo,AUTOMOVIL,N/A,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Calle 38 A Sur Carrera 38,MESA,Urbana,"(6.167339205, -75.585136359)"
2181628,06/17/2018,11:30 a.m.,domingo,AUTOMOVIL,N/A,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Desobedecer senales,Carrera 33 Calle 38 A Sur,MESA,Urbana,"(6.165529346, -75.58252676)"
2181628,06/17/2018,11:30 a.m.,domingo,AUTOMOVIL,N/A,Conductor,Femenino,No,N/A,SOLO DAÑOS,Choque,Desobedecer senales,Carrera 33 Calle 38 A Sur,MESA,Urbana,"(6.165529346, -75.58252676)"
2181624,06/17/2018,1:15 p.m.,domingo,MOTOCICLETA,N/A,Motociclista,Femenino,No,N/A,SOLO DAÑOS,Choque,Impericia en el manejo,Calle 25 A Sur Carrera 45,VILLA GRANDE,Urbana,"(6.181898839, -75.582641556)"
2181624,06/17/2018,1:15 p.m.,domingo,AUTOMOVIL,N/A,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Impericia en el manejo,Calle 25 A Sur Carrera 45,VILLA GRANDE,Urbana,"(6.181898839, -75.582641556)"
2181627,06/17/2018,12:00 a.m.,domingo,CAMION,N/A,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Reverso imprudente,Calle 39 A Sur Carrera 25,EL CHINGU├ì,Urbana,"(6.160591259, -75.580409281)"
